postId,likeCount,likeID,commentID
3728060000000000.0,204,463157,872470
3728060000000000.0,270,611545,392926
3728060000000000.0,442,735383,543035
3728060000000000.0,480,459267,930890
3728060000000000.0,352,763440,789317
3728060000000000.0,1120,507124,458332
3728060000000000.0,242,851240,221292
3728060000000000.0,264,190570,584540
3728060000000000.0,406,223791,592545
3728060000000000.0,3290,615689,984807
3728060000000000.0,1150,662602,856349
3728060000000000.0,424,830281,576984
3728060000000000.0,168,471024,462470
3728060000000000.0,372,246903,948883
3728060000000000.0,712,145708,904114
3728060000000000.0,418,464550,576040
3728060000000000.0,428,266866,421516
3728060000000000.0,260,663765,583157
3728060000000000.0,390,269809,233692
3728060000000000.0,302,594166,858529
3728060000000000.0,1046,877393,266129
3728060000000000.0,1618,834750,153024
3728060000000000.0,262,502893,275183
3728060000000000.0,620,255146,642112
3728060000000000.0,1424,618534,983583
3728060000000000.0,1232,148926,267932
3728060000000000.0,3994,375119,961309
3728060000000000.0,3464,849037,964302
3728060000000000.0,2480,869741,705659
3728060000000000.0,2510,781908,463114
3722480000000000.0,4000,583791,722354
3722480000000000.0,3550,794096,161562
3722480000000000.0,1638,402553,896266
3722480000000000.0,832,726480,625128
3722480000000000.0,2820,834769,131568
3719610000000000.0,802,897278,761259
3719610000000000.0,352,710326,297173
3719610000000000.0,3992,229789,469604
3719610000000000.0,1144,601994,174723
3719360000000000.0,3120,863043,466338
3719360000000000.0,3996,997849,865110
3719360000000000.0,1366,681176,928048
3719360000000000.0,2684,807494,584441
3718060000000000.0,2914,892515,767958
3718060000000000.0,3996,444620,192416
3718060000000000.0,1612,889012,747122
3718060000000000.0,3988,736436,812755
3717380000000000.0,680,928753,895818
3717380000000000.0,3998,415315,250594
3717380000000000.0,728,820892,584976
3717380000000000.0,3998,133545,285151
3717380000000000.0,1577,913287,135790
3774860000000000.0,1089,675300,217827
3777910000000000.0,902,360123,114260
3777890000000000.0,1075,296211,887506
3777850000000000.0,3221,535892,240547
3777840000000000.0,3091,309486,246192
3777810000000000.0,3874,516363,364130
3777780000000000.0,3337,864489,787790
3777760000000000.0,5002,862857,155479
3777720000000000.0,1310,576182,492977
3777710000000000.0,358,364320,708546
3777690000000000.0,4000,339423,477332
3777670000000000.0,3998,184153,817278
3777650000000000.0,2582,883930,520331
3777630000000000.0,2382,858272,177442
3777620000000000.0,3022,926434,157124
3777590000000000.0,2460,411896,359488
3777580000000000.0,3610,178947,961148
3777550000000000.0,3621,541209,896505
3777520000000000.0,1136,923683,196496
3777490000000000.0,3476,826797,925329
3777480000000000.0,3378,413760,362037
3777450000000000.0,3054,601935,890914
3777420000000000.0,2197,470134,322036
3777400000000000.0,3665,566152,794934
3777360000000000.0,3041,929716,435076
3777350000000000.0,2872,369482,273790
3777330000000000.0,3920,243572,242617
3777310000000000.0,3208,685768,760601
3777300000000000.0,3687,320386,104695
3777280000000000.0,2946,832426,638606
3777260000000000.0,4000,937366,515547
3777240000000000.0,3598,483426,808032
3777210000000000.0,3358,191891,570076
3777180000000000.0,4000,849045,168754
3777150000000000.0,2928,972109,988752
3777140000000000.0,3166,496053,487405
3777110000000000.0,2532,613904,467482
3777080000000000.0,3666,664365,442059
3777060000000000.0,3938,759599,341504
3777030000000000.0,3384,391813,935056
3777010000000000.0,3588,961579,759510
3776970000000000.0,3422,766469,855110
3776940000000000.0,4000,781376,767296
3776920000000000.0,3996,242108,245093
3776910000000000.0,1744,613694,923375
3776890000000000.0,2350,213694,334456
3776870000000000.0,2986,312079,344269
3776850000000000.0,1948,543232,516460
3776830000000000.0,3106,556243,869673
3776800000000000.0,3454,223351,401129
3776770000000000.0,3998,940268,986146
3776750000000000.0,3948,628058,929297
3776720000000000.0,3550,153811,366145
3776690000000000.0,4000,685136,152635
3776650000000000.0,3998,120946,720140
3776630000000000.0,3344,453247,585260
3776610000000000.0,4000,930176,217729
3776600000000000.0,3998,794519,385815
3776590000000000.0,2806,771810,550491
3776570000000000.0,3781,528734,419957
3776560000000000.0,3998,196748,863580
3776540000000000.0,3520,500022,729021
3776530000000000.0,3990,226865,445695
3776510000000000.0,3996,401364,379302
3776490000000000.0,3484,967424,686864
3776450000000000.0,4000,974459,255260
3776410000000000.0,4000,323687,420974
3776390000000000.0,2410,759379,112419
3776350000000000.0,3362,657985,447076
3776320000000000.0,4000,481856,597784
3776260000000000.0,3164,719716,763333
3776240000000000.0,3998,863361,710937
3776220000000000.0,3288,484793,373280
3776210000000000.0,3644,971171,948934
3776190000000000.0,3994,262357,909471
3776160000000000.0,2982,953152,223168
3776120000000000.0,3846,712551,159155
3776090000000000.0,3556,116911,625204
3776070000000000.0,2494,945484,562326
3776040000000000.0,2478,856983,379934
3776010000000000.0,2902,576377,498422
3775980000000000.0,2994,221937,185053
3775930000000000.0,2406,412094,478355
3775910000000000.0,3192,942793,947883
3775880000000000.0,686,399840,574857
3775850000000000.0,3768,726683,933160
3775820000000000.0,3342,417545,297298
3775790000000000.0,3314,649391,527479
3775760000000000.0,3230,882065,569837
3775730000000000.0,3518,412188,682018
3775700000000000.0,3157,125825,831616
3775670000000000.0,3166,597393,137271
3775640000000000.0,886,177256,539948
3775620000000000.0,4000,166433,837990
3775520000000000.0,3772,201999,856350
3775510000000000.0,3778,647860,662834
3775490000000000.0,3474,940597,950122
3775470000000000.0,2982,546880,575551
3775450000000000.0,2506,830559,621727
3775430000000000.0,710,136948,913439
3775370000000000.0,2745,725107,453351
3775320000000000.0,3998,584137,963204
3775230000000000.0,4000,646312,867768
3775170000000000.0,3982,707200,879521
3775160000000000.0,2062,333746,511373
3775140000000000.0,3986,885427,971913
3775130000000000.0,3980,595336,450697
3775110000000000.0,1408,757116,331749
3775090000000000.0,2828,726776,721029
3775070000000000.0,2404,813411,331773
3775040000000000.0,820,440354,274166
3775000000000000.0,2686,602066,843249
3774980000000000.0,3984,497751,549251
3774810000000000.0,254,616031,147367
3774790000000000.0,216,862832,553028
3774780000000000.0,258,684172,559384
3774760000000000.0,216,768640,507962
3774740000000000.0,250,464716,677539
3774720000000000.0,280,184821,707871
3774650000000000.0,218,344697,110207
3774490000000000.0,220,826487,127757
3774440000000000.0,220,554623,775616
3774420000000000.0,166,920254,362070
3774410000000000.0,250,141340,342955
3774390000000000.0,2252,929783,992743
3774370000000000.0,2358,699608,464709
3774360000000000.0,642,528373,382081
3774340000000000.0,298,373363,109399
3774310000000000.0,3838,751021,854208
3774290000000000.0,3996,906479,331615
3774270000000000.0,2594,709981,725219
3774250000000000.0,146,800251,237852
3774230000000000.0,1770,389194,697839
3774130000000000.0,400,430810,848979
3774080000000000.0,374,706304,737423
3776950000000000.0,170,153010,332084
3777710000000000.0,300,662453,373672
3777700000000000.0,42,280680,499130
3777700000000000.0,3070,661424,448152
3777700000000000.0,1297,636364,780143
3777700000000000.0,3888,802076,674586
3777700000000000.0,3112,940736,965792
3777590000000000.0,2233,169835,622757
3777550000000000.0,1853,736712,763478
3777520000000000.0,1795,354394,419055
3777520000000000.0,3113,203088,639473
3777520000000000.0,3039,674901,865372
3777520000000000.0,4000,264999,362530
3777520000000000.0,1887,585369,565944
3777520000000000.0,2500,392164,666966
3777520000000000.0,2025,317767,161394
3777520000000000.0,4000,824305,739665
3777520000000000.0,2539,746004,287486
3777520000000000.0,1634,680206,584497
3777520000000000.0,4076,342556,477784
3777520000000000.0,2329,784815,466590
3777520000000000.0,3870,269807,194702
3777520000000000.0,3910,205509,455752
3777520000000000.0,2922,214310,932234
3777520000000000.0,2852,823380,658910
3777520000000000.0,2124,209935,360440
3777520000000000.0,3998,217919,796314
3777520000000000.0,3249,811475,598204
3777520000000000.0,920,356587,248112
3777520000000000.0,3397,144772,222431
3777520000000000.0,6618,982522,294904
3777520000000000.0,1316,258988,931303
3777520000000000.0,1266,614743,912804
3777520000000000.0,3055,139080,206242
3777520000000000.0,1310,929154,614080
3777520000000000.0,1165,129048,709493
3777510000000000.0,965,416855,267403
3777490000000000.0,1240,356392,120968
3777490000000000.0,1621,547185,334417
3777490000000000.0,2531,635580,876230
3777490000000000.0,790,441603,873292
3777490000000000.0,3922,936624,708481
3777490000000000.0,3050,693453,954082
3777490000000000.0,3583,593197,725686
3777490000000000.0,2114,846470,984317
3777490000000000.0,2454,253329,200588
3777490000000000.0,270,465500,877110
3777490000000000.0,1886,624186,969941
3777490000000000.0,828,846633,413816
3777490000000000.0,1242,832943,612552
3777480000000000.0,1454,384257,362838
3777360000000000.0,4000,115588,817116
3777360000000000.0,3422,557301,866719
3777360000000000.0,1030,345456,816502
3777360000000000.0,4000,164373,972035
3777360000000000.0,2238,630992,140136
3777360000000000.0,3259,691795,147361
3777360000000000.0,2639,945279,992791
3777360000000000.0,2616,242513,481050
3777360000000000.0,3872,114677,914250
3777360000000000.0,616,364012,707879
3777360000000000.0,3708,429408,697456
3777360000000000.0,2864,767403,171939
3777360000000000.0,2394,377876,941676
3777360000000000.0,4000,511742,895772
3777350000000000.0,2942,859848,908826
3777350000000000.0,2702,460701,235174
3777320000000000.0,2688,595062,643447
3777320000000000.0,292,222366,296164
3777320000000000.0,3996,892644,590576
3777320000000000.0,1930,923837,492776
3777320000000000.0,3854,439205,456440
3777320000000000.0,3998,941618,866164
3777320000000000.0,3116,848353,485289
3777320000000000.0,3346,606767,634820
3777320000000000.0,1762,310126,316351
3777320000000000.0,4000,428684,203021
3777320000000000.0,1644,889703,100209
3777320000000000.0,860,322071,760899
3777320000000000.0,2658,906409,305214
3777320000000000.0,4000,209920,490300
3777320000000000.0,84,461732,430828
3777320000000000.0,168,330144,367751
3777320000000000.0,106,316194,456930
3777310000000000.0,3172,488550,283011
3777310000000000.0,2613,773954,551598
3777280000000000.0,2584,107399,614242
3777270000000000.0,3348,751100,198662
3777270000000000.0,3201,395761,762858
3777270000000000.0,3342,989258,872592
3777170000000000.0,532,473221,937056
3777170000000000.0,3670,896060,493545
3777170000000000.0,4000,400763,107032
3777170000000000.0,3112,803454,400178
3777140000000000.0,3998,726946,615882
3777140000000000.0,3146,972590,679552
3777000000000000.0,4000,718408,147850
3776980000000000.0,3489,629010,379916
3776980000000000.0,2476,448249,534895
3776980000000000.0,3070,104576,782067
3776980000000000.0,3987,461548,534848
3776980000000000.0,3994,665764,348292
3776970000000000.0,3998,523501,910586
3776970000000000.0,4000,513270,379309
3776970000000000.0,3134,114439,480355
3776970000000000.0,3832,668806,319123
3776970000000000.0,3748,651250,863445
3776970000000000.0,3998,399907,216189
3776970000000000.0,4000,210290,997246
3776970000000000.0,3992,905896,223980
3776970000000000.0,4000,327021,788630
3776970000000000.0,3088,142299,841165
3776970000000000.0,3994,131541,435689
3776970000000000.0,2638,575759,847358
3776970000000000.0,4000,229188,308150
3776970000000000.0,2892,576186,916197
3776970000000000.0,3672,910201,319073
3776970000000000.0,3853,580620,644444
3776970000000000.0,4000,841196,543697
3776970000000000.0,3485,768795,825010
3776970000000000.0,3304,801696,173631
3776970000000000.0,3612,924341,693775
3776970000000000.0,4000,585825,409799
3776970000000000.0,3528,527557,867023
3776970000000000.0,3086,819542,151786
3776970000000000.0,3034,168304,465750
3776970000000000.0,3992,277586,745226
3776970000000000.0,3276,527195,584103
3776970000000000.0,3816,967413,155107
3776970000000000.0,2194,622058,345191
3771210000000000.0,3998,756520,450041
3777290000000000.0,3686,172577,839663
3776860000000000.0,3448,504062,360933
3776860000000000.0,4000,728468,382068
3776860000000000.0,2793,473337,769242
3776860000000000.0,3650,835634,101095
3776860000000000.0,2788,466349,796343
3776860000000000.0,3994,638411,586884
3776010000000000.0,3843,821975,588409
3775890000000000.0,3102,931710,984343
3775890000000000.0,3996,151999,917585
3775890000000000.0,3538,380488,855137
3775880000000000.0,4000,661944,301587
3775880000000000.0,3618,884875,363356
3775880000000000.0,3502,744673,240073
3775880000000000.0,2882,178784,985155
3775880000000000.0,3256,443288,655656
3775880000000000.0,3258,826179,161160
3775880000000000.0,4000,781214,372859
3775880000000000.0,3442,574917,683072
3775120000000000.0,4000,491337,461788
3775120000000000.0,3560,126797,409717
3774430000000000.0,3136,962552,639068
3774410000000000.0,4000,662193,740337
3774410000000000.0,2112,753939,657647
3774300000000000.0,3524,428206,697679
3774300000000000.0,4000,405607,199596
3774300000000000.0,3357,871702,981450
3773700000000000.0,2615,903003,774502
3773700000000000.0,3483,911536,108625
3773700000000000.0,1294,401343,482869
3773240000000000.0,3319,509142,393362
3773240000000000.0,2492,799832,454060
3772790000000000.0,86,223182,644854
3772790000000000.0,722,133205,209084
3772790000000000.0,3814,129717,805344
3772270000000000.0,3026,993724,783524
3772270000000000.0,3992,400706,120169
3772270000000000.0,3988,908036,451814
3772270000000000.0,3993,476749,450882
3774970000000000.0,3990,493900,752428
3771190000000000.0,3986,202537,870625
3764080000000000.0,1410,735589,370151
3762750000000000.0,3980,331704,217419
3758120000000000.0,3988,403931,936014
3758120000000000.0,3990,830151,970061
3758120000000000.0,3992,892214,691058
3758110000000000.0,3992,681933,727797
3758110000000000.0,2926,330796,915636
3758110000000000.0,2483,641440,624154
3758100000000000.0,3994,548402,863260
3758100000000000.0,2023,452699,316096
3758100000000000.0,3984,858019,381833
3768200000000000.0,3972,806050,587258
3766580000000000.0,3990,445395,288392
3766340000000000.0,2728,811451,468709
3765610000000000.0,3286,572517,138712
3765360000000000.0,2816,881675,336502
3762020000000000.0,3994,296349,411776
3761700000000000.0,3968,644766,122551
3760130000000000.0,4000,148068,193608
3759030000000000.0,3986,659849,233964
3758440000000000.0,3982,386539,643044
3758120000000000.0,1840,347652,351227
3757040000000000.0,3984,428477,566961
3755720000000000.0,2008,599755,804666
3755340000000000.0,3994,776706,999993
3754330000000000.0,2236,914456,850310
3754140000000000.0,3770,611984,534034
3754130000000000.0,3604,630235,579456
3754060000000000.0,3500,227192,881879
3754000000000000.0,3986,980670,429572
3752490000000000.0,3990,425499,551457
3751920000000000.0,3992,562176,882780
3751540000000000.0,3992,338826,768778
3751210000000000.0,2809,850782,855679
3748300000000000.0,3828,581809,286256
3746870000000000.0,3976,869606,272905
3746510000000000.0,3980,493781,118402
3745710000000000.0,3590,273917,700139
3745590000000000.0,3832,112834,692138
3745580000000000.0,3988,137180,497099
3745170000000000.0,2360,733976,306659
3744740000000000.0,3904,468664,898127
3744350000000000.0,3186,227135,254195
3744350000000000.0,3420,682769,697726
3744340000000000.0,3543,735779,622741
3744150000000000.0,3378,510789,746132
3744150000000000.0,4000,457054,156494
3744150000000000.0,362,505504,933410
3744150000000000.0,4000,831455,154672
3744150000000000.0,3038,686109,970093
3743840000000000.0,3704,169224,975837
3743420000000000.0,3754,334745,154796
3742530000000000.0,3568,537922,752842
3742170000000000.0,3728,485921,366167
3742170000000000.0,3598,869646,837996
3742040000000000.0,3104,267807,959391
3741970000000000.0,3510,663506,594735
3741970000000000.0,2930,615729,329766
3741970000000000.0,2262,914892,951112
3741970000000000.0,3965,131017,454182
3741600000000000.0,3336,643803,523207
3741600000000000.0,3348,500850,308106
3741600000000000.0,3677,919433,625679
3741600000000000.0,3604,820566,733676
3741590000000000.0,3506,704008,389258
3741590000000000.0,4000,767242,999574
3741590000000000.0,2361,772633,468350
3741490000000000.0,3992,669935,575881
3741490000000000.0,3036,820252,666967
3741470000000000.0,3830,362571,852312
3741470000000000.0,3998,690555,100799
3741460000000000.0,3578,417803,587625
3741460000000000.0,2184,631313,638769
3777940000000000.0,2368,387555,852254
3777920000000000.0,3376,730216,747302
3777910000000000.0,2494,508177,514983
3777900000000000.0,3994,614111,151690
3777650000000000.0,4000,677158,791495
3777640000000000.0,3638,186928,621921
3777630000000000.0,3014,834158,695053
3777630000000000.0,2390,385916,905231
3777620000000000.0,4000,474195,754229
3777610000000000.0,4000,123555,978584
3777600000000000.0,2806,489363,497477
3777590000000000.0,1706,481977,955434
3777580000000000.0,3519,408697,365232
3777560000000000.0,2818,670071,625403
3777550000000000.0,3778,823486,172908
3777540000000000.0,3998,693397,889410
3777280000000000.0,3276,471087,109422
3777270000000000.0,3998,274698,713521
3777260000000000.0,3308,942606,589572
3777250000000000.0,3380,137743,825821
3777250000000000.0,3868,550415,492432
3777230000000000.0,3622,753288,484922
3777220000000000.0,3705,653718,128834
3777210000000000.0,3928,648723,187212
3777200000000000.0,3804,680085,536770
3777190000000000.0,3996,678843,185350
3777180000000000.0,3686,114716,160261
3777160000000000.0,4000,888427,646702
3776920000000000.0,3674,769204,792019
3776910000000000.0,3992,115522,598665
3776900000000000.0,4000,491776,960466
3776900000000000.0,4000,928754,429782
3776890000000000.0,3992,987766,763884
3776880000000000.0,3998,655134,960075
3776870000000000.0,3996,739218,386543
3776860000000000.0,3760,830520,323734
3776840000000000.0,3376,844027,223182
3776830000000000.0,3560,148591,251786
3776820000000000.0,3484,398021,184106
3776810000000000.0,3843,702306,461998
3776560000000000.0,3878,264486,745120
3776550000000000.0,740,710864,834303
3776540000000000.0,2618,878952,800828
3776530000000000.0,2604,835062,827468
3776530000000000.0,3240,192508,408979
3776510000000000.0,2914,818693,666752
3776500000000000.0,4000,998886,778283
3776480000000000.0,4000,216062,953877
3776460000000000.0,3312,722672,822979
3776450000000000.0,3998,801506,422176
3776440000000000.0,2856,475665,641428
3776240000000000.0,280,364814,398663
3776230000000000.0,278,668800,203565
3776220000000000.0,248,770051,991588
3776210000000000.0,252,789622,285964
3776200000000000.0,254,649883,288279
3776190000000000.0,254,346661,264512
3776180000000000.0,252,370774,524466
3776180000000000.0,258,360300,339644
3776170000000000.0,258,854108,993893
3776160000000000.0,2062,832878,174191
3776150000000000.0,624,200591,688041
3776140000000000.0,2748,603477,684808
3775850000000000.0,3966,366152,537680
3775840000000000.0,3038,469552,362640
3775840000000000.0,3986,461911,385356
3775830000000000.0,3882,907069,931659
3775820000000000.0,1352,575629,220118
3775820000000000.0,2074,838706,372028
3775810000000000.0,2451,216481,168259
3775800000000000.0,2202,149810,229926
3775800000000000.0,3033,629049,882702
3775790000000000.0,1958,116375,338117
3775780000000000.0,4000,261637,202654
3775770000000000.0,4000,919407,782433
3775760000000000.0,4000,300798,232955
3775750000000000.0,1629,804989,819530
3775740000000000.0,1665,174489,632669
3775740000000000.0,1507,244867,162999
3775730000000000.0,1443,412051,956899
3775720000000000.0,1718,929055,793852
3775500000000000.0,2977,519627,997156
3775490000000000.0,2448,251606,522397
3775480000000000.0,3828,465213,644284
3775480000000000.0,1955,827449,205682
3775470000000000.0,2105,445753,609220
3775460000000000.0,1832,784765,463634
3775450000000000.0,1944,882260,171325
3775440000000000.0,1787,653218,476570
3775430000000000.0,2059,117529,677834
3775420000000000.0,4000,370086,893980
3775410000000000.0,3941,511512,806376
3775400000000000.0,3763,722068,362440
3775400000000000.0,1770,167945,159980
3775390000000000.0,3308,943214,265301
3775380000000000.0,8000,720670,153444
3775370000000000.0,4000,397180,608898
3775360000000000.0,3404,360186,925754
3775350000000000.0,1843,782527,938099
3775120000000000.0,4000,718815,183337
3775120000000000.0,4000,413612,172894
3775110000000000.0,3010,546300,687426
3775100000000000.0,3626,384732,949333
3775100000000000.0,4000,510887,183038
3775090000000000.0,2055,524861,762997
3775090000000000.0,2091,469355,893354
3775080000000000.0,3660,717985,275793
3775070000000000.0,3232,550472,876385
3775060000000000.0,3196,955938,300015
3775050000000000.0,3998,224338,127843
3775050000000000.0,3557,764406,465208
3775040000000000.0,3995,327997,226417
3775030000000000.0,2492,216585,654634
3775020000000000.0,2044,319356,485296
3775010000000000.0,1587,998201,726679
3775000000000000.0,4000,584600,546742
3774990000000000.0,4000,959575,923219
3774720000000000.0,1625,920015,243635
3774710000000000.0,4000,277132,360609
3774700000000000.0,4000,746231,869822
3774690000000000.0,3405,789050,473377
3774670000000000.0,1506,325784,114925
3774660000000000.0,2486,842147,183184
3774650000000000.0,3430,700803,299330
3774640000000000.0,3389,760715,408213
3774630000000000.0,2618,849695,200854
3773980000000000.0,4000,940903,394849
3773970000000000.0,4000,274981,319678
3773970000000000.0,3706,228501,216361
3773960000000000.0,4000,284811,307892
3773950000000000.0,2064,711561,385385
3773950000000000.0,2988,520630,150818
3773940000000000.0,4000,251967,454451
3773940000000000.0,4000,293481,548540
3773930000000000.0,2599,429064,546771
3773920000000000.0,3998,218642,427597
3773920000000000.0,3337,909121,295428
3773920000000000.0,2572,848371,501468
3773920000000000.0,3677,917276,195687
3768150000000000.0,3360,598758,909797
3766250000000000.0,2153,761386,984735
3766240000000000.0,2295,390667,614513
3766000000000000.0,2599,241554,212105
3765680000000000.0,1950,935320,738172
3765170000000000.0,3723,731256,936542
3764820000000000.0,2359,846004,493709
3758780000000000.0,2986,549410,706289
3758650000000000.0,4000,139767,653838
3758650000000000.0,3998,624261,244905
3748490000000000.0,3972,234042,722603
3747550000000000.0,361,195494,751712
3744630000000000.0,3994,182681,987921
3735240000000000.0,3490,804537,352411
3735240000000000.0,1541,816861,653188
3735240000000000.0,1196,114126,735486
3727890000000000.0,3348,826050,843104
3720630000000000.0,3528,441447,316651
3716320000000000.0,3978,429205,592280
3715310000000000.0,2913,116978,680632
3715300000000000.0,1724,408792,363199
3705130000000000.0,3980,175582,332459
3701170000000000.0,1463,705502,538092
3678670000000000.0,3073,611579,847520
3677810000000000.0,3998,994386,663013
3676760000000000.0,3972,498471,568163
3676730000000000.0,3988,939812,870008
3676510000000000.0,2527,677621,404603
3777830000000000.0,3296,886198,398307
3777820000000000.0,2100,265043,589987
3777810000000000.0,3986,820509,446874
3777810000000000.0,3916,381620,430724
3777800000000000.0,3988,351831,992008
3777790000000000.0,3986,448737,824410
3777780000000000.0,2294,306598,597712
3777770000000000.0,2684,995503,739120
3777760000000000.0,3988,500723,563609
3777750000000000.0,2597,767478,281601
3777740000000000.0,3926,168682,323009
3777730000000000.0,2567,547392,346553
3777720000000000.0,1616,453857,466204
3777710000000000.0,3468,759774,183030
3777700000000000.0,3042,220360,972405
3777500000000000.0,1004,759297,923163
3777490000000000.0,1080,794025,567726
3777480000000000.0,3275,605897,214360
3777470000000000.0,1667,363894,689306
3777460000000000.0,1423,497243,865192
3777450000000000.0,4000,236817,292803
3777440000000000.0,1986,711272,994415
3777430000000000.0,1627,914883,455887
3777420000000000.0,1970,957906,816896
3777410000000000.0,1854,112150,899838
3777390000000000.0,972,250853,288489
3777380000000000.0,1786,989589,642613
3777370000000000.0,832,299756,980847
3777360000000000.0,3214,607763,828829
3777350000000000.0,1422,117669,434154
3776990000000000.0,3376,606199,307836
3776770000000000.0,884,592290,232915
3776760000000000.0,2846,296681,675100
3776760000000000.0,3588,902491,448413
3776750000000000.0,3860,877150,271840
3776730000000000.0,3325,125395,382346
3776720000000000.0,3152,329707,871469
3776710000000000.0,2585,828408,324839
3776700000000000.0,3628,319882,727523
3776690000000000.0,4000,669798,712233
3776680000000000.0,3754,342802,874456
3776670000000000.0,2851,957081,993155
3776660000000000.0,3203,627169,932345
3776650000000000.0,3000,736148,971217
3776640000000000.0,3208,558253,948889
3776620000000000.0,3128,266415,555605
3776590000000000.0,2758,571466,239728
3776580000000000.0,3998,367885,247733
3776570000000000.0,3396,983523,915122
3776550000000000.0,3335,394977,726854
3776540000000000.0,2238,171240,731186
3776530000000000.0,2824,439855,309304
3776520000000000.0,4000,925455,926641
3776410000000000.0,2080,455734,973044
3776400000000000.0,3423,180522,473798
3776390000000000.0,2444,769800,219107
3776380000000000.0,3731,501176,122462
3776370000000000.0,1714,904253,520474
3776360000000000.0,1354,192889,188952
3776350000000000.0,2084,817884,515331
3776330000000000.0,2699,801793,321576
3776320000000000.0,2588,843681,598149
3776310000000000.0,3229,965796,956509
3776300000000000.0,4000,424787,375455
3776290000000000.0,3798,354084,229466
3776280000000000.0,3518,130531,114588
3776270000000000.0,1972,935848,243452
3776250000000000.0,4000,798005,511034
3776240000000000.0,3001,261929,645999
3776220000000000.0,2758,760457,783753
3776210000000000.0,3998,908508,446418
3776200000000000.0,2969,419753,784677
3776180000000000.0,2418,597981,158480
3776170000000000.0,4000,893476,874597
3776160000000000.0,4000,155486,155162
3776140000000000.0,3154,834647,129882
3776070000000000.0,3282,678366,945166
3776060000000000.0,1624,338680,733018
3776050000000000.0,4000,274898,450129
3776040000000000.0,3102,406172,612871
3776030000000000.0,3126,723226,742607
3776020000000000.0,3937,656831,748567
3776000000000000.0,2378,129362,520531
3775990000000000.0,2943,258818,503273
3775980000000000.0,3994,342721,929347
3775960000000000.0,3010,937802,789517
3775950000000000.0,2731,473519,242394
3775940000000000.0,1902,694100,571058
3775930000000000.0,154,920449,943224
3775910000000000.0,1964,328208,491342
3775900000000000.0,3348,904061,752902
3775860000000000.0,3753,196950,274942
3775850000000000.0,1133,164829,869890
3775840000000000.0,3984,634876,991712
3775820000000000.0,3997,596195,402865
3775810000000000.0,1980,792505,372743
3775790000000000.0,3978,434738,575958
3775780000000000.0,2244,832790,758299
3775770000000000.0,3978,352856,384293
3775750000000000.0,3984,821927,241280
3775740000000000.0,280,297170,471178
3775730000000000.0,3994,280564,120951
3775720000000000.0,254,279992,671054
3775700000000000.0,218,943446,259423
3775690000000000.0,248,577432,542602
3775680000000000.0,252,711410,895740
3775660000000000.0,258,945684,568361
3775650000000000.0,256,183211,547095
3775640000000000.0,256,226534,633008
3775630000000000.0,280,488348,536156
3775610000000000.0,3970,704281,409257
3775600000000000.0,762,935358,531419
3775590000000000.0,4000,844261,650193
3775570000000000.0,2262,674673,130653
3775560000000000.0,3686,577936,750101
3775550000000000.0,2585,245871,815463
3775530000000000.0,3318,348535,639340
3775510000000000.0,3032,237116,250943
3775490000000000.0,3934,320375,605935
3775480000000000.0,3406,645669,772634
3775470000000000.0,1360,867522,880305
3775440000000000.0,3900,445252,335020
3775420000000000.0,3708,149892,281593
3775410000000000.0,2580,977933,839280
3775400000000000.0,2954,445535,380064
3775380000000000.0,5139,903134,356216
3775370000000000.0,1296,888326,917417
3775360000000000.0,3563,259359,883059
3775350000000000.0,2674,225702,173527
3775330000000000.0,3341,246511,849980
3775320000000000.0,662,928667,783019
3775310000000000.0,2202,387120,335311
3775300000000000.0,456,969075,823225
3775280000000000.0,176,469775,823666
3775270000000000.0,238,680985,694670
3777940000000000.0,274,903083,280116
3777930000000000.0,264,114633,179164
3777920000000000.0,3998,887001,553116
3777920000000000.0,3998,953941,223425
3777910000000000.0,256,987558,874508
3777900000000000.0,3332,489666,395182
3777900000000000.0,3729,280160,304249
3777890000000000.0,1552,305538,565432
3777880000000000.0,1270,822153,567002
3777850000000000.0,1350,400282,301466
3777840000000000.0,1576,572243,584046
3777830000000000.0,4000,287223,997172
3777830000000000.0,2048,735462,411416
3777820000000000.0,1956,237980,504060
3777820000000000.0,4000,937887,692735
3777810000000000.0,2358,829887,439252
3777800000000000.0,1328,536282,326301
3777800000000000.0,1201,924765,445173
3777790000000000.0,3698,401841,904066
3777770000000000.0,2125,910993,511249
3777760000000000.0,2062,155063,912353
3777760000000000.0,2102,643628,687069
3777750000000000.0,1180,901333,110638
3777740000000000.0,918,317986,406468
3777740000000000.0,4000,450500,321668
3777730000000000.0,913,394786,615518
3777730000000000.0,1416,649666,937299
3777670000000000.0,1270,435830,405019
3777670000000000.0,1520,218171,462205
3777660000000000.0,1072,839089,688665
3777650000000000.0,1135,884627,678979
3777650000000000.0,2478,557519,554055
3777640000000000.0,967,411207,716070
3777630000000000.0,1069,884184,178343
3777630000000000.0,1380,445215,745687
3777620000000000.0,1529,655645,565054
3777620000000000.0,1387,918746,541913
3777560000000000.0,1625,694571,159567
3777550000000000.0,1334,409150,337778
3777540000000000.0,1075,241758,685894
3777540000000000.0,1550,381035,545331
3777530000000000.0,1138,726020,816079
3777520000000000.0,1180,916309,349465
3777520000000000.0,1522,324589,638314
3777510000000000.0,1174,382566,395625
3776920000000000.0,1873,975612,733672
3776910000000000.0,1950,352771,158031
3776900000000000.0,2526,969559,454398
