PostID,HID
3745630000000000.0,6440
3745550000000000.0,4479
3745370000000000.0,1554
3745290000000000.0,3310
3745210000000000.0,2044
3745030000000000.0,4653
3744950000000000.0,3718
3744870000000000.0,5923
3744700000000000.0,4680
3744620000000000.0,3718
3744540000000000.0,1550
3744470000000000.0,6956
3744280000000000.0,2922
3744210000000000.0,3726
3744130000000000.0,1567
3743950000000000.0,1119
3743870000000000.0,6697
3743800000000000.0,8820
3743620000000000.0,9890
3743540000000000.0,3166
3743460000000000.0,1811
3743390000000000.0,5594
3743200000000000.0,8502
3743130000000000.0,5480
3743050000000000.0,3124
3742870000000000.0,8034
3742790000000000.0,7339
3742710000000000.0,5113
3742640000000000.0,5331
3742460000000000.0,1538
3742380000000000.0,8367
3741310000000000.0,2880
3741220000000000.0,6400
3741040000000000.0,3227
3740950000000000.0,7409
3740870000000000.0,9403
3740680000000000.0,2429
3740600000000000.0,6629
3740510000000000.0,6444
3740330000000000.0,5974
3740250000000000.0,1037
3740160000000000.0,7476
3739980000000000.0,1037
3739890000000000.0,2393
3739810000000000.0,7266
3739620000000000.0,3554
3739540000000000.0,3354
3739450000000000.0,5667
3739260000000000.0,6209
3739180000000000.0,3399
3739090000000000.0,9719
3738900000000000.0,5204
3738810000000000.0,3213
3738730000000000.0,7176
3738540000000000.0,8857
3768560000000000.0,1093
3777820000000000.0,2962
3775810000000000.0,5071
3775810000000000.0,5923
3775810000000000.0,6440
3775810000000000.0,8586
3775810000000000.0,3577
3775810000000000.0,4660
3775280000000000.0,8445
3775280000000000.0,1168
3775280000000000.0,9626
3775280000000000.0,6454
3775270000000000.0,2559
3774190000000000.0,3582
3773680000000000.0,3957
3773680000000000.0,5353
3773680000000000.0,1594
3773680000000000.0,6202
3773680000000000.0,7700
3773680000000000.0,8586
3773680000000000.0,1461
3773680000000000.0,5224
3773680000000000.0,2922
3773680000000000.0,2479
3773680000000000.0,9205
3773680000000000.0,1592
3773630000000000.0,2253
3773630000000000.0,1221
3773630000000000.0,9156
3773620000000000.0,2649
3773110000000000.0,9283
3773110000000000.0,5908
3773110000000000.0,5353
3772730000000000.0,7408
3772400000000000.0,9156
3772400000000000.0,2527
3771130000000000.0,4131
3770370000000000.0,8848
3770360000000000.0,8664
3769670000000000.0,2597
3769670000000000.0,4091
3769670000000000.0,6021
3769670000000000.0,5667
3769670000000000.0,2472
3769670000000000.0,3944
3769640000000000.0,7364
3769630000000000.0,3577
3769630000000000.0,6440
3769630000000000.0,1465
3769630000000000.0,5104
3769300000000000.0,9519
3769300000000000.0,7389
3768930000000000.0,6629
3768930000000000.0,7053
3768930000000000.0,4842
3768920000000000.0,2606
3768920000000000.0,8703
3768920000000000.0,8451
3768850000000000.0,7768
3768850000000000.0,2659
3768850000000000.0,2295
3768850000000000.0,3484
3768850000000000.0,8871
3768840000000000.0,5217
3768840000000000.0,1330
3768560000000000.0,9975
3768560000000000.0,6551
3768390000000000.0,9932
3768390000000000.0,4968
3768390000000000.0,1932
3768390000000000.0,1014
3768390000000000.0,1511
3768130000000000.0,3276
3768130000000000.0,2322
3768130000000000.0,2745
3768130000000000.0,8502
3767690000000000.0,3521
3767690000000000.0,2147
3767690000000000.0,6952
3767510000000000.0,4522
3767460000000000.0,1653
3767460000000000.0,4053
3767460000000000.0,3149
3767460000000000.0,5344
3767460000000000.0,2578
3767460000000000.0,5847
3767340000000000.0,1101
3767340000000000.0,8319
3767340000000000.0,4098
3767100000000000.0,4441
3748270000000000.0,4774
3776520000000000.0,9679
3776520000000000.0,8195
3776520000000000.0,9186
3776520000000000.0,4038
3776520000000000.0,5623
3776520000000000.0,9634
3774740000000000.0,4087
3774740000000000.0,1149
3774740000000000.0,6869
3774710000000000.0,4080
3771180000000000.0,1730
3771100000000000.0,3375
3771100000000000.0,2740
3771100000000000.0,3215
3771090000000000.0,1550
3771090000000000.0,2090
3770760000000000.0,2383
3770760000000000.0,2188
3768930000000000.0,9071
3768200000000000.0,5635
3768200000000000.0,5031
3767090000000000.0,9488
3767090000000000.0,5420
3767090000000000.0,3802
3766780000000000.0,3860
3766780000000000.0,9999
3766780000000000.0,8492
3751510000000000.0,5480
3750400000000000.0,9888
3750400000000000.0,3483
3750400000000000.0,1730
3750400000000000.0,8832
3747650000000000.0,2561
3747650000000000.0,5956
3744980000000000.0,1023
3744980000000000.0,8261
3744980000000000.0,6364
3743170000000000.0,3481
3741240000000000.0,8657
3739930000000000.0,9071
3739510000000000.0,8664
3738800000000000.0,5668
3738440000000000.0,1088
3738440000000000.0,4479
3737770000000000.0,1811
3737710000000000.0,2780
3737710000000000.0,9901
3737710000000000.0,8659
3737710000000000.0,3132
3737710000000000.0,3870
3732290000000000.0,6697
3732290000000000.0,7650
3730850000000000.0,3036
3730850000000000.0,9544
3730840000000000.0,5298
3730840000000000.0,4087
3730840000000000.0,2393
3730840000000000.0,7663
3727480000000000.0,5661
3727480000000000.0,5829
3727480000000000.0,5237
3722800000000000.0,3521
3722080000000000.0,5067
3722070000000000.0,3676
3720600000000000.0,9249
3720600000000000.0,3266
3719850000000000.0,4497
3719510000000000.0,8864
3718880000000000.0,3534
3718130000000000.0,4457
3718130000000000.0,1500
3718070000000000.0,9286
3717770000000000.0,7622
3717760000000000.0,2084
3717410000000000.0,1008
3717340000000000.0,1429
3716320000000000.0,3215
3716280000000000.0,7127
3714880000000000.0,3375
3714810000000000.0,2608
3714470000000000.0,3718
3714470000000000.0,1653
3713760000000000.0,6629
3713760000000000.0,8323
3713750000000000.0,7393
3713750000000000.0,7391
3713750000000000.0,1653
3768840000000000.0,3818
3777840000000000.0,7930
3777840000000000.0,1676
3777520000000000.0,3588
3777510000000000.0,9085
3777510000000000.0,9729
3776740000000000.0,7853
3776740000000000.0,6076
3776740000000000.0,9595
3775830000000000.0,1017
3775830000000000.0,1304
3775830000000000.0,3166
3775500000000000.0,5861
3775310000000000.0,9851
3775310000000000.0,8133
3774770000000000.0,2452
3774400000000000.0,5490
3774250000000000.0,2038
3774240000000000.0,7657
3774240000000000.0,9967
3774240000000000.0,4782
3774240000000000.0,1169
3774240000000000.0,2183
3774240000000000.0,3465
3774240000000000.0,5680
3774240000000000.0,5381
3773320000000000.0,6213
3772970000000000.0,1050
3772590000000000.0,2851
3772050000000000.0,5204
3772050000000000.0,1866
3771870000000000.0,3484
3769310000000000.0,1304
3769310000000000.0,1221
3768840000000000.0,6972
3768400000000000.0,8446
3768240000000000.0,4091
3768220000000000.0,1879
3768220000000000.0,2313
3768210000000000.0,7855
3768210000000000.0,9946
3767760000000000.0,2659
3767510000000000.0,8893
3767440000000000.0,5071
3767440000000000.0,2315
3767430000000000.0,7486
3767430000000000.0,5237
3767430000000000.0,1321
3767430000000000.0,7474
3767180000000000.0,6509
3766970000000000.0,4780
3766440000000000.0,7199
3766390000000000.0,8780
3766090000000000.0,4653
3766080000000000.0,3399
3766080000000000.0,3777
3766070000000000.0,1960
3765710000000000.0,4457
3765610000000000.0,2803
3765350000000000.0,4393
3764070000000000.0,2483
3764070000000000.0,7683
3763840000000000.0,6487
3763840000000000.0,9993
3762630000000000.0,7821
3762390000000000.0,6266
3761730000000000.0,3825
3759920000000000.0,5184
3759520000000000.0,5967
3759460000000000.0,7377
3758260000000000.0,5141
3757880000000000.0,2188
3757880000000000.0,2775
3757880000000000.0,2078
3757710000000000.0,1518
3757700000000000.0,3982
3757390000000000.0,4842
3757390000000000.0,2649
3757390000000000.0,3874
3757380000000000.0,5587
3757220000000000.0,1932
3757030000000000.0,7179
3757030000000000.0,5587
3757010000000000.0,7377
3756960000000000.0,7990
3756950000000000.0,6212
3755890000000000.0,7409
3755890000000000.0,9556
3755740000000000.0,5597
3755740000000000.0,3952
3767770000000000.0,2558
3700820000000000.0,8758
3677320000000000.0,1031
3675840000000000.0,2315
3675100000000000.0,4397
3663740000000000.0,5191
3769900000000000.0,7750
3777510000000000.0,9864
3776970000000000.0,4011
3776970000000000.0,2877
3776910000000000.0,2406
3776670000000000.0,7377
3776640000000000.0,3860
3776640000000000.0,8195
3776630000000000.0,8405
3776620000000000.0,6581
3776620000000000.0,2446
3776620000000000.0,4847
3776620000000000.0,1304
3776620000000000.0,2783
3776290000000000.0,8872
3776290000000000.0,8228
3776290000000000.0,3874
3775860000000000.0,4001
3775860000000000.0,3777
3775860000000000.0,6972
3775860000000000.0,4479
3775860000000000.0,1453
3775530000000000.0,6212
3775530000000000.0,1360
3775530000000000.0,3816
3775530000000000.0,6400
3775530000000000.0,8470
3775470000000000.0,4085
3775460000000000.0,4011
3775460000000000.0,7189
3775460000000000.0,8470
3775460000000000.0,2127
3775460000000000.0,4078
3775330000000000.0,1758
3775130000000000.0,4842
3775130000000000.0,8108
3775130000000000.0,6021
3775130000000000.0,6521
3775130000000000.0,2844
3775130000000000.0,5418
3775130000000000.0,2483
3775130000000000.0,1620
3775130000000000.0,1465
3775130000000000.0,7796
3775130000000000.0,3057
3775130000000000.0,9851
3775130000000000.0,8167
3775130000000000.0,6228
3775130000000000.0,6009
3775130000000000.0,5217
3775130000000000.0,5480
3775130000000000.0,1088
3775130000000000.0,5309
3775130000000000.0,8230
3775070000000000.0,5301
3769900000000000.0,9948
3769250000000000.0,1088
3761200000000000.0,6405
3760910000000000.0,5630
3758840000000000.0,6405
3751500000000000.0,2018
3748790000000000.0,6739
3737430000000000.0,5202
3730590000000000.0,1940
3726440000000000.0,8692
3723940000000000.0,3724
3723330000000000.0,6706
3717400000000000.0,6547
3717400000000000.0,6866
3716810000000000.0,6310
3716810000000000.0,7329
3714260000000000.0,1647
3714260000000000.0,7053
3712820000000000.0,3876
3708470000000000.0,4689
3708470000000000.0,2747
3707440000000000.0,5956
3672520000000000.0,8317
3612900000000000.0,1031
3612750000000000.0,5764
3611610000000000.0,4393
3608290000000000.0,3960
3607670000000000.0,1319
3607650000000000.0,7408
3607310000000000.0,3777
3602490000000000.0,7081
3602490000000000.0,9932
3600380000000000.0,1766
3599930000000000.0,1682
3769360000000000.0,7575
3777670000000000.0,7266
3776690000000000.0,1099
3776690000000000.0,9373
3776690000000000.0,5861
3776690000000000.0,3876
3776690000000000.0,1334
3775570000000000.0,8137
3775570000000000.0,7768
3775570000000000.0,7443
3775570000000000.0,8470
3775570000000000.0,8504
3775570000000000.0,6735
3775570000000000.0,5237
3775570000000000.0,8722
3775570000000000.0,9205
3775570000000000.0,9584
3775570000000000.0,2313
3775570000000000.0,8303
3775570000000000.0,1080
3775570000000000.0,1811
3775570000000000.0,1563
3775570000000000.0,3057
3775570000000000.0,3484
3775570000000000.0,3251
3775570000000000.0,8294
3775570000000000.0,4393
3775570000000000.0,6866
3774410000000000.0,5661
3774410000000000.0,3697
3774410000000000.0,5830
3774410000000000.0,3996
3773690000000000.0,7623
3773690000000000.0,3650
3773690000000000.0,9763
3773690000000000.0,7749
3773690000000000.0,7348
3773690000000000.0,6279
3773690000000000.0,6467
3773690000000000.0,5668
3773690000000000.0,8082
3773690000000000.0,8823
3773690000000000.0,4011
3773690000000000.0,4932
3773690000000000.0,9218
3773690000000000.0,2502
3773690000000000.0,6021
3773690000000000.0,8406
3773690000000000.0,3481
3773690000000000.0,5996
3773690000000000.0,2597
3773690000000000.0,1866
3773250000000000.0,4884
3769360000000000.0,6364
3769340000000000.0,4126
3769340000000000.0,1511
3769320000000000.0,2197
3769320000000000.0,9725
3769320000000000.0,6323
3769320000000000.0,1511
3769320000000000.0,1733
3769320000000000.0,5323
3769310000000000.0,7990
3769310000000000.0,3926
3769310000000000.0,3960
3769310000000000.0,6467
3769310000000000.0,4884
3769310000000000.0,7651
3769310000000000.0,5960
3769310000000000.0,8294
3769310000000000.0,9487
3769310000000000.0,9871
3769310000000000.0,8692
3769310000000000.0,9519
3769300000000000.0,1017
3769300000000000.0,7575
3769300000000000.0,2502
3769300000000000.0,3611
3769300000000000.0,3436
3769300000000000.0,3894
3769300000000000.0,2414
3769300000000000.0,5290
3769300000000000.0,3164
3769300000000000.0,2672
3769300000000000.0,6286
3769290000000000.0,5574
3769290000000000.0,1518
3769290000000000.0,4481
3769290000000000.0,7053
3768750000000000.0,3726
3777800000000000.0,3673
3777800000000000.0,8864
3777790000000000.0,3944
3777480000000000.0,5656
3777470000000000.0,6133
3777360000000000.0,4777
3777320000000000.0,1736
3777320000000000.0,1811
3777320000000000.0,8504
3777320000000000.0,8624
3777150000000000.0,4316
3777090000000000.0,4479
3776760000000000.0,7486
3775860000000000.0,7062
3775510000000000.0,9763
3775510000000000.0,2142
3775300000000000.0,2483
3774970000000000.0,7476
3774970000000000.0,4946
3774800000000000.0,9205
3774790000000000.0,4125
3774270000000000.0,3177
3774040000000000.0,1487
3773150000000000.0,8303
3773140000000000.0,2149
3773140000000000.0,8470
3773140000000000.0,1286
3773110000000000.0,4939
3772940000000000.0,4608
3772820000000000.0,2145
3772730000000000.0,4639
3772560000000000.0,2010
3770780000000000.0,9719
3770630000000000.0,3724
3770560000000000.0,5325
3770070000000000.0,3124
3770070000000000.0,5113
3770060000000000.0,4050
3769350000000000.0,6090
3769170000000000.0,8614
3769170000000000.0,4457
3768500000000000.0,7470
3768460000000000.0,8704
3768460000000000.0,6021
3767770000000000.0,7081
3766240000000000.0,7081
3764990000000000.0,7249
3764990000000000.0,7049
3764950000000000.0,8348
3764560000000000.0,2527
3764420000000000.0,6955
3764020000000000.0,1554
3763340000000000.0,4457
3763340000000000.0,2721
3763180000000000.0,8688
3763130000000000.0,4448
3763110000000000.0,1927
3762840000000000.0,8380
3762110000000000.0,6547
3762020000000000.0,4448
3762000000000000.0,3495
3762000000000000.0,6409
3762000000000000.0,4608
3762000000000000.0,7299
3761930000000000.0,3886
3761670000000000.0,6138
3761600000000000.0,8780
3761500000000000.0,2877
3761340000000000.0,4780
3761310000000000.0,6409
3761300000000000.0,7250
3761300000000000.0,9159
3761030000000000.0,7909
3761020000000000.0,8664
3760960000000000.0,7226
3760660000000000.0,9722
3760630000000000.0,1763
3760600000000000.0,9189
3760470000000000.0,6379
3760450000000000.0,9999
3760270000000000.0,3412
3760270000000000.0,8586
3760140000000000.0,4879
3760060000000000.0,2068
3759910000000000.0,4589
3759900000000000.0,3057
3759570000000000.0,9491
3759570000000000.0,5301
3759560000000000.0,5344
3772390000000000.0,7381
3777310000000000.0,7045
3777310000000000.0,2606
3777310000000000.0,7364
3777310000000000.0,4166
3777310000000000.0,9556
3772390000000000.0,2732
3772390000000000.0,6758
3772390000000000.0,1758
3772390000000000.0,9485
3772390000000000.0,2052
3772390000000000.0,6133
3772390000000000.0,5007
3772390000000000.0,3227
3769670000000000.0,3718
3767450000000000.0,6202
3767310000000000.0,3957
3767060000000000.0,9948
3767050000000000.0,9041
3765330000000000.0,3986
3765290000000000.0,6509
3765000000000000.0,7179
3764990000000000.0,5740
3764990000000000.0,6593
3764990000000000.0,2543
3764990000000000.0,1267
3764990000000000.0,1540
3764990000000000.0,3183
3764990000000000.0,4780
3764990000000000.0,2147
3764990000000000.0,3673
3764990000000000.0,9373
3764990000000000.0,2688
3764970000000000.0,8457
3764970000000000.0,1676
3764850000000000.0,2962
3764850000000000.0,1037
3764850000000000.0,7409
3764850000000000.0,7206
3764850000000000.0,9722
3764850000000000.0,6629
3764850000000000.0,7779
3764850000000000.0,6505
3764850000000000.0,9058
3764850000000000.0,5325
3764850000000000.0,8076
3764850000000000.0,8470
3764850000000000.0,5194
3764630000000000.0,9356
3764250000000000.0,8006
3764250000000000.0,8986
3763060000000000.0,5516
3763060000000000.0,8286
3763050000000000.0,9283
3762960000000000.0,4346
3762730000000000.0,3498
3762730000000000.0,5630
3762730000000000.0,7414
3762660000000000.0,1567
3762630000000000.0,1965
3762630000000000.0,8985
3762630000000000.0,3088
3762610000000000.0,9713
3762610000000000.0,3377
3762610000000000.0,4689
3762460000000000.0,1601
3762460000000000.0,4777
3762460000000000.0,5067
3762460000000000.0,8446
3762460000000000.0,6781
3762460000000000.0,1037
3762460000000000.0,8082
3762410000000000.0,3576
3762410000000000.0,5789
3762410000000000.0,5516
3762410000000000.0,2739
3762410000000000.0,6044
3762410000000000.0,3926
3762410000000000.0,7311
3762400000000000.0,8137
3762400000000000.0,1131
3762400000000000.0,8323
3762400000000000.0,1023
3762400000000000.0,3894
3762400000000000.0,1668
3762400000000000.0,4458
3762400000000000.0,6286
3762400000000000.0,1511
3762400000000000.0,5204
3762400000000000.0,9975
3774650000000000.0,2156
3773280000000000.0,6707
3771740000000000.0,5635
3765950000000000.0,9896
3765600000000000.0,7575
3765600000000000.0,2156
3764130000000000.0,6866
3764130000000000.0,1927
3764060000000000.0,5104
3763860000000000.0,2421
3763860000000000.0,5392
3763860000000000.0,9901
3763830000000000.0,1496
3763780000000000.0,6898
3763780000000000.0,3517
3763770000000000.0,1233
3763770000000000.0,6434
3763730000000000.0,4464
3763730000000000.0,5204
3763730000000000.0,8415
3762250000000000.0,6521
3761980000000000.0,6434
3761980000000000.0,5290
3769610000000000.0,3816
3765250000000000.0,7489
3765250000000000.0,1360
3765160000000000.0,6866
3765140000000000.0,7945
3765140000000000.0,5220
3755740000000000.0,7066
3755370000000000.0,2078
3737390000000000.0,4879
3737130000000000.0,4405
3732920000000000.0,5505
3732760000000000.0,2623
3731210000000000.0,1319
3731180000000000.0,2593
3730840000000000.0,4125
3729760000000000.0,9595
3704860000000000.0,3164
3775990000000000.0,6983
3749600000000000.0,4703
3745050000000000.0,1291
3735890000000000.0,8624
3732930000000000.0,5847
3727810000000000.0,2472
3720300000000000.0,7409
3712940000000000.0,6076
3712790000000000.0,5630
3712790000000000.0,8116
3707710000000000.0,3728
3706740000000000.0,6904
3704610000000000.0,4458
3696850000000000.0,3288
3696620000000000.0,5864
3692130000000000.0,4842
3691560000000000.0,7176
3691430000000000.0,2253
3691430000000000.0,5967
3657130000000000.0,9890
3657130000000000.0,6924
3654590000000000.0,9544
3654580000000000.0,8823
3654230000000000.0,1866
3652770000000000.0,4153
3652230000000000.0,3481
3652030000000000.0,2783
3651860000000000.0,5031
3651860000000000.0,4125
3651810000000000.0,9189
3651810000000000.0,5630
3651810000000000.0,4937
3651810000000000.0,7364
3651810000000000.0,7020
3651810000000000.0,3673
3651810000000000.0,4445
3651810000000000.0,9186
3651810000000000.0,3142
3651810000000000.0,1245
3651810000000000.0,7247
3651810000000000.0,5331
3651810000000000.0,2730
3651810000000000.0,9356
3651750000000000.0,9544
3651690000000000.0,6956
3631250000000000.0,2483
3628540000000000.0,8317
3617650000000000.0,8236
3609510000000000.0,4003
3599160000000000.0,6940
3599010000000000.0,7486
3597210000000000.0,1500
3589110000000000.0,3860
3577000000000000.0,1319
3566740000000000.0,6557
3566740000000000.0,7389
3566740000000000.0,1099
3566740000000000.0,3802
3565150000000000.0,4080
3564870000000000.0,3996
3564020000000000.0,7470
3556790000000000.0,6830
3554040000000000.0,3833
3554010000000000.0,3638
3554010000000000.0,1291
3550400000000000.0,4780
3550400000000000.0,4091
3550400000000000.0,9999
3537780000000000.0,4459
3537780000000000.0,7020
3535950000000000.0,1647
3535150000000000.0,4094
3534890000000000.0,5789
3534870000000000.0,7634
3369530000000000.0,6310
3365920000000000.0,5956
3365920000000000.0,8940
3759810000000000.0,8457
3759800000000000.0,9626
3759630000000000.0,1461
3752330000000000.0,5505
3752030000000000.0,2570
3751970000000000.0,6646
3738210000000000.0,6581
3737870000000000.0,2295
3709260000000000.0,2147
3771310000000000.0,2614
3771310000000000.0,1856
3771310000000000.0,7626
3771310000000000.0,2570
3771310000000000.0,5290
3771120000000000.0,7409
3769910000000000.0,9763
3768460000000000.0,3124
3765870000000000.0,4795
3765580000000000.0,5237
3765360000000000.0,1033
3723900000000000.0,2934
3669860000000000.0,6706
3655130000000000.0,3516
3655050000000000.0,3399
3653210000000000.0,9232
3579310000000000.0,2880
3775470000000000.0,5908
3774980000000000.0,5269
3772910000000000.0,6781
3772810000000000.0,7003
3772560000000000.0,3515
3772550000000000.0,5864
3770740000000000.0,1222
3766280000000000.0,9368
3764950000000000.0,3818
3764950000000000.0,6356
3764940000000000.0,6220
3764940000000000.0,7249
3764940000000000.0,4479
3764940000000000.0,4295
3764940000000000.0,4968
3753500000000000.0,7062
3753230000000000.0,7749
3753230000000000.0,6197
3753230000000000.0,9930
3750820000000000.0,6384
3749570000000000.0,6735
3749570000000000.0,8071
3749570000000000.0,5418
3748900000000000.0,2561
3748660000000000.0,7987
3748290000000000.0,2502
3748280000000000.0,1540
3775120000000000.0,4782
3774320000000000.0,2888
3774310000000000.0,5224
3756840000000000.0,1733
3756780000000000.0,9556
3741640000000000.0,6096
3741640000000000.0,1718
3737800000000000.0,1500
3737800000000000.0,4777
3737800000000000.0,3260
3737800000000000.0,3716
3723880000000000.0,8156
3703690000000000.0,2688
3703690000000000.0,8504
3703690000000000.0,2728
3703690000000000.0,2488
3703690000000000.0,8445
3703690000000000.0,2922
3690890000000000.0,8614
3690520000000000.0,9573
3667460000000000.0,6948
3658370000000000.0,9966
3592680000000000.0,6405
3473520000000000.0,7673
3470250000000000.0,5932
3470250000000000.0,6266
3470250000000000.0,3498
3470250000000000.0,5392
3459440000000000.0,9544
3434740000000000.0,9904
3434740000000000.0,6209
3434440000000000.0,3362
3434440000000000.0,5184
3434430000000000.0,8803
3434430000000000.0,1149
3434430000000000.0,9999
3434430000000000.0,1119
3429370000000000.0,4567
3429370000000000.0,3728
3426860000000000.0,6551
3426130000000000.0,3991
3426130000000000.0,5007
3410540000000000.0,6930
3408750000000000.0,9733
3408750000000000.0,1033
3408750000000000.0,8864
3408750000000000.0,9902
3408750000000000.0,7328
3408750000000000.0,3582
3356580000000000.0,5682
3356080000000000.0,8659
3356080000000000.0,2730
3356070000000000.0,5113
3356070000000000.0,6758
11779271534.0,2559
11779032340.0,3886
11778981784.0,2509
11778700428.0,7226
10244754108.0,3716
10100456700.0,4457
9955722249.0,7199
9603526156.0,5323
9603454368.0,3847
9319490554.0,3508
9319371580.0,2919
9319298736.0,4464
9318643120.0,8116
6669250971.0,9407
6595760955.0,1540
6595736511.0,8167
6595692021.0,3816
6595586771.0,5516
3640567959.0,1747
3580294845.0,8006
3580210545.0,3943
3580201393.0,8380
3499251341.0,7393
3499142497.0,2558
3499135011.0,4038
3499125657.0,7663
3496848821.0,7491
3496303553.0,9303
3496294417.0,6938
3496277035.0,2840
3496056209.0,3149
3496015463.0,4592
3495996527.0,6286
3775700000000000.0,7634
3777690000000000.0,2010
3777030000000000.0,3377
3777030000000000.0,3664
3774520000000000.0,1747
3774490000000000.0,1076
3774390000000000.0,2783
3773890000000000.0,9741
3773880000000000.0,2044
3773330000000000.0,9283
3772950000000000.0,6638
3772940000000000.0,3034
3772910000000000.0,8572
3772770000000000.0,2888
3771750000000000.0,7423
3771390000000000.0,3249
3770980000000000.0,9189
3770040000000000.0,7933
3769330000000000.0,4689
3769240000000000.0,6508
3768920000000000.0,2509
3768450000000000.0,8071
3768130000000000.0,1267
3766840000000000.0,6930
3766820000000000.0,1333
3766800000000000.0,8108
3766790000000000.0,3577
3766780000000000.0,5290
3766770000000000.0,7695
3766770000000000.0,4968
3766770000000000.0,8366
3766770000000000.0,7408
3766770000000000.0,6221
3766760000000000.0,9231
3766760000000000.0,5587
3766760000000000.0,2718
3766760000000000.0,9783
3766760000000000.0,2126
3766760000000000.0,8451
3766750000000000.0,9864
3766750000000000.0,8108
3766750000000000.0,2844
3766750000000000.0,2406
3766750000000000.0,6646
3766750000000000.0,3006
3766750000000000.0,4316
3766720000000000.0,8064
3766690000000000.0,1360
3766350000000000.0,5366
3766020000000000.0,6323
3765650000000000.0,6097
3765580000000000.0,2226
3765180000000000.0,2851
3764980000000000.0,9156
3764680000000000.0,3362
3764370000000000.0,8199
3764240000000000.0,2052
3764140000000000.0,3483
3763900000000000.0,7726
3760930000000000.0,7700
3760130000000000.0,7081
3757680000000000.0,7650
3757600000000000.0,8199
3755780000000000.0,1487
3755170000000000.0,8323
3755150000000000.0,2745
3755000000000000.0,2479
3754420000000000.0,9915
3754000000000000.0,5381
3753210000000000.0,1221
3751760000000000.0,2414
3751130000000000.0,2569
3751100000000000.0,8848
3750380000000000.0,8163
3749690000000000.0,9232
3748240000000000.0,2888
3748030000000000.0,7062
3746820000000000.0,1509
3746720000000000.0,8167
3746410000000000.0,9998
3746020000000000.0,2512
3745980000000000.0,3982
3745380000000000.0,4145
3744980000000000.0,8601
3743500000000000.0,6076
3742160000000000.0,1080
3742010000000000.0,5237
3741760000000000.0,1540
3741740000000000.0,9186
3741390000000000.0,5680
3776470000000000.0,8123
3771730000000000.0,6318
3771730000000000.0,5635
3768570000000000.0,7182
3766710000000000.0,4393
3762050000000000.0,2038
3761980000000000.0,8957
3755080000000000.0,7443
3738720000000000.0,1594
3738280000000000.0,3057
3738280000000000.0,8556
3736350000000000.0,4884
3734220000000000.0,1106
3733780000000000.0,8758
3727470000000000.0,5847
3727060000000000.0,3036
3724560000000000.0,5716
3723740000000000.0,6379
3721710000000000.0,4142
3721500000000000.0,2127
3718840000000000.0,8742
3718030000000000.0,8688
3716730000000000.0,5224
3716390000000000.0,4660
3716350000000000.0,7695
3716020000000000.0,4879
3714990000000000.0,4094
3713910000000000.0,5480
3712080000000000.0,2730
3712080000000000.0,3516
3710520000000000.0,2393
3710520000000000.0,3057
3710320000000000.0,8006
3710320000000000.0,8380
3709550000000000.0,8071
3709550000000000.0,3517
3708790000000000.0,9907
3708770000000000.0,3847
3707750000000000.0,4295
3706190000000000.0,1019
3704480000000000.0,8940
3703750000000000.0,4834
3703380000000000.0,6557
3701950000000000.0,9851
3701810000000000.0,7423
3701200000000000.0,2851
3701070000000000.0,2835
3697250000000000.0,2330
3697130000000000.0,6521
3695350000000000.0,5516
3694010000000000.0,2010
3694010000000000.0,2339
3693470000000000.0,6286
3692890000000000.0,6638
3691400000000000.0,4393
3690670000000000.0,5707
3690270000000000.0,3436
3689990000000000.0,7429
3689990000000000.0,9975
3689990000000000.0,4698
3689860000000000.0,4080
3688060000000000.0,7933
3688010000000000.0,3034
3688010000000000.0,3816
3685240000000000.0,8572
3684900000000000.0,1718
3684900000000000.0,4145
3684900000000000.0,7681
3684900000000000.0,2512
3683840000000000.0,3611
3683130000000000.0,9475
3682370000000000.0,4522
3682340000000000.0,3664
3681340000000000.0,3991
3775030000000000.0,4481
3776950000000000.0,7378
3776910000000000.0,6400
3776700000000000.0,1965
3776340000000000.0,8071
3776160000000000.0,3709
3776070000000000.0,8420
3776070000000000.0,9999
3776070000000000.0,1624
3776070000000000.0,1088
3776070000000000.0,3515
3775240000000000.0,7423
3773450000000000.0,9679
3770990000000000.0,2775
3770590000000000.0,6133
3770350000000000.0,2730
3768450000000000.0,4094
3764890000000000.0,3375
3764100000000000.0,3574
3763670000000000.0,1429
3762200000000000.0,3554
3761960000000000.0,4397
3761270000000000.0,6924
3761130000000000.0,7695
3759670000000000.0,2516
3750430000000000.0,7816
3750430000000000.0,3316
3749920000000000.0,6781
3749280000000000.0,7768
3749050000000000.0,1940
3747350000000000.0,2488
3746780000000000.0,5967
3746350000000000.0,3516
3745520000000000.0,8451
3745430000000000.0,1682
3743780000000000.0,1624
3742520000000000.0,5789
3737200000000000.0,5975
3737110000000000.0,3124
3735250000000000.0,3886
3735030000000000.0,1333
3731750000000000.0,1185
3726700000000000.0,7311
3725270000000000.0,2188
3724540000000000.0,5217
3722970000000000.0,2957
3721140000000000.0,6461
3719540000000000.0,2372
3718970000000000.0,7199
3713290000000000.0,5516
3710750000000000.0,6313
3706510000000000.0,9286
3706210000000000.0,8731
3702140000000000.0,4000
3702070000000000.0,8692
3699510000000000.0,3706
3699210000000000.0,3718
3696980000000000.0,1346
3696240000000000.0,1080
3695940000000000.0,3847
3694960000000000.0,2322
3694670000000000.0,2147
3694090000000000.0,4003
